1.21143:2.15388 2.61925:1.63153 2.53798:2.28292 2.764:2.92095 
2.16301:5.57543 1.34852:4.63068 1.83422:4.73465 2.42965:5.00659 
1.34077:4.9799 1.20092:4.42053 1.00868:5.88768 0.87702:4.62043 
0.978421:4.67122 1.84964:4.90812 0.821044:4.72774 1.0222:4.37092 
1.0222:4.37092 0.473298:4.88107 2.87879:4.45045 2.57809:5.17522 
1.65344:4.02883 2.09535:3.76036 0.98099:6.12603 1.78097:3.35289 
1.35508:0.57963 1.11861:1.67847 2.45055:2.55416 0.71961:3.08207 
2.45055:2.55416 1.94228:1.0758 2.13691:1.28466 2.4978:2.78258 
1.29835:1.08146 0.808265:2.34136 2.11422:1.47278 1.07716:1.6349 
0.66177:2.00658 2.23386:0.971744 1.03433:1.84324 1.82255:0.935182 
0.671998:2.54464 1.03439:1.6216 2.10549:1.90918 1.64305:1.93692 
0.986617:1.64359 0.96695:1.74398 1.12075:2.28031 2.46734:1.2301 
2.81284:0.657142 2.69363:2.23737 1.90114:0.602718 2.38279:1.60658 
2.53467:1.61489 0.314929:0.956581 2.41352:1.55398 2.50992:2.0543 
2.50992:2.0543 2.06417:1.47852 1.3004:1.61225 1.05461:1.28777 
2.53034:3.12364 1.86964:2.58162 1.42872:0.583051 1.78744:2.91828 
2.43483:2.53808 1.71745:0.991922 1.60401:1.34598 2.47226:2.80116 
0.637692:2.49774 0.987666:1.81418 2.12217:1.90346 1.52902:2.10909 
2.12694:0.697017 0.236493:1.8046 2.85679:1.5389 2.1223:1.28322 
2.81372:0.642011 2.68463:2.2182 1.99613:0.647253 2.37051:1.60812 
2.52224:2.11376 2.06453:1.51309 1.33161:1.7 1.0491:1.27861 
2.41146:3.00479 1.85008:2.59337 1.63607:0.0631615 1.76872:2.92781 
1.18057:2.15358 2.54562:0.251843 2.91423:6.09617 1.34968:2.17771 
1.21723:2.14305 2.5256:1.96653 2.53518:1.90764 2.60268:3.11566 
2.12711:5.63192 1.3416:4.59403 1.83376:4.76002 2.41962:4.99227 
1.35308:5.01622 1.19332:4.45702 0.972452:5.81491 0.780665:4.70087 
1.03709:4.38633 0.475607:4.84107 2.89343:4.19184 2.56332:5.16803 
1.65709:4.02205 2.09789:3.51504 1.49656:6.25226 1.78542:3.38366 
2.39978:1.51321 1.86223:0.244802 2.52235:3.07019 2.27965:2.40777 
2.02072:0.299353 2.1537:0.348593 1.66626:2.67008 2.21415:0.361177 
0.876915:2.72797 1.14658:3.13089 0.100375:1.07359 0.801908:2.76339 
1.83126:3.11797 2.26976:2.82387 0.464628:0.137047 2.55754:3.05746 
1.21149:2.95012 1.80138:1.37142 0.452049:2.73307 1.35798:3.0219 
1.46542:1.54448 2.08183:0.765177 1.15444:2.47964 1.62067:2.07888 
1.3722:0.943508 2.60425:5.45058 3.01639:2.07643 0.404337:2.72105 
2.13936:0.438969 1.98537:0.594855 0.711667:2.87769 2.38707:0.0592327 
0.694872:2.95045 2.25192:0.157102 0.523685:2.41798 0.791548:2.49871 
1.43805:3.09031 2.21673:2.94824 0.830376:0.123404 2.51957:2.4259 
1.08258:2.77534 1.74974:1.40215 0.304147:2.01404 1.0808:3.0598 
1.99217:1.3916 2.90465:0.658883 0.407581:2.10968 2.3336:1.21504 
2.80942:0.30411 1.3617:1.81788 1.4718:1.52945 0.427577:0.814857 
2.16518:5.01148 2.70385:4.98654 2.00176:3.79794 2.54043:3.93065 
0.125292:3.14088 1.54419:0.828765 1.73979:4.96736 1.14129:0.889786 
1.05349:2.13017 1.55483:0.269341 1.61865:2.84136 1.59275:2.09643 
1.32412:3.01981 1.78881:2.80595 0.588839:2.33045 1.52116:2.53944 
1.47282:2.53341 1.38016:6.16783 1.50466:3.87888 1.7847:3.76285 
1.7847:3.76285 1.28707:4.1745 1.84197:4.96216 1.51764:1.09382 
1.80132:2.90599 2.63892:2.38903 0.265996:2.74406 2.9188:2.82865 
1.34558:0.615269 0.159435:1.60821 2.98124:1.15099 1.55733:0.771784 
0.966656:2.94841 1.61172:1.56917 1.82099:1.62407 0.823059:3.08389 
0.991476:0.198153 1.6599:1.56954 1.79874:1.54993 0.788516:0.0524205 
1.35523:2.52105 0.148414:1.59007 2.97607:1.68287 1.54123:2.40393 
1.539:5.53587 1.05245:4.90872 1.3574:5.17945 2.04071:3.97667 
0.554615:5.43634 0.658065:5.28868 2.57932:3.21063 1.00168:5.88247 
2.12704:3.57528 2.54035:3.57616 1.45768:4.204 2.33604:4.26968 
2.31273:4.04215 0.643302:5.94144 2.38869:4.05842 2.49338:4.22752 
2.49338:4.22752 2.18313:4.49228 1.47245:4.78184 0.748837:4.70253 
2.63166:4.33451 2.1579:4.62475 1.15124:4.56422 2.21963:4.92481 
1.35647:5.39709 2.05919:5.1906 1.693:5.34922 1.27074:3.75823 
2.39604:5.85314 2.33016:5.6896 0.849325:3.26518 1.8874:6.07365 
1.26106:3.38273 0.856608:3.28904 1.77452:4.12857 0.915479:3.91295 
0.995694:3.72158 2.23257:6.19646 0.916018:3.71549 0.779167:3.79733 
0.779167:3.79733 0.994331:4.1807 1.70805:4.92167 2.40115:5.14555 
0.707371:4.13166 1.08498:4.57792 1.96348:4.57091 0.943152:4.82586 
0.863163:3.39208 2.83275:4.09205 2.68309:3.23379 0.713783:5.90015 
2.22076:4.22905 2.35105:4.19562 1.31021:5.32238 2.04781:3.62164 
1.06636:5.81767 1.1073:5.35351 0.632386:5.64527 0.625197:5.29777 
0.750738:5.4855 1.98347:4.01584 0.768778:5.3814 0.760579:5.16324 
0.760579:5.16324 0.391249:5.19974 2.97911:4.257 2.58582:4.6948 
1.77979:4.92764 2.28349:4.83736 0.701759:4.89508 2.20427:4.53097 
1.94685:0.978476 0.601531:2.37088 2.54495:2.00087 1.78469:0.94139 
0.544273:2.58952 1.02607:5.37187 2.57265:1.77618 0.459824:4.75822 
1.00334:1.22715 0.821911:2.1741 2.55809:0.965321 2.39411:2.60706 
1.88484:0.980944 0.541872:1.47045 0.650531:1.00643 0.390379:0.199509 
1.10296:4.31945 1.13517:4.04117 1.91064:5.00156 1.50265:5.31101 
1.12625:4.97351 1.93132:4.99164 2.2468:3.59371 2.26526:4.78776 
2.17792:4.75503 1.3142:4.53615 2.30705:4.72781 2.13011:5.06127 
2.13011:5.06127 2.64968:4.5236 0.281591:4.98638 0.571102:4.24101 
1.5941:5.33358 1.04804:5.66955 2.15798:3.3004 1.3559:6.06249 
1.34372:5.87517 1.16361:4.63432 2.44492:3.73137 0.630284:3.23103 
2.44492:3.73137 1.69163:5.31072 2.13049:4.97492 2.49097:3.47991 
1.29705:5.20715 0.845446:3.99527 2.1223:4.80332 1.09184:4.69664 
0.638514:4.24742 2.21348:5.26071 1.12112:4.34142 1.83321:5.34746 
0.668245:3.71645 1.01739:4.66612 2.1021:4.38574 1.62449:4.33525 
0.591273:5.38148 0.764057:5.65263 2.61673:4.02431 0.712221:3.29668 
2.60466:4.1996 2.6961:4.03671 1.92326:5.708 2.46831:4.60865 
2.53795:4.65778 0.293103:5.42048 2.42673:4.68946 2.51302:4.20254 
2.51302:4.20254 2.06453:4.79632 1.27793:4.65631 1.04799:4.9972 
2.50339:3.15398 2.04977:3.75815 1.45737:5.69352 1.76711:3.33933 
1.96067:0.963604 0.603627:2.90534 2.54743:1.95828 1.78212:0.947111 
1.01082:1.23036 0.85963:2.17825 2.53754:1.15988 2.58549:2.62051 
1.89379:0.98138 0.530374:1.47663 0.629802:1.05809 0.393475:0.180723 
1.09896:4.32406 1.137:4.03497 1.89249:4.98415 1.50503:5.32166 
1.79934:4.40833 1.93765:4.99208 2.11941:3.53143 2.26751:4.77807 
2.18027:4.74774 1.31327:4.53704 2.30963:4.72316 2.1273:5.05181 
2.1273:5.05181 2.65506:4.53146 0.284142:5.0369 0.565548:4.24196 
1.5974:5.33459 1.04019:5.68198 2.14793:3.30423 1.36274:6.04698 
2.43249:3.74326 1.97191:5.20605 2.12583:4.94779 2.46735:3.47098 
1.31091:5.22571 0.74732:3.9926 2.12151:4.79022 1.13137:4.72679 
0.623149:4.27156 2.24661:5.28038 1.03516:4.45533 1.9569:5.38377 
0.634256:3.8624 0.99376:4.66461 2.0562:4.31001 1.52517:4.25116 
0.599069:5.38725 0.778269:5.67263 2.73632:3.98265 0.660913:3.2304 
2.59981:4.18509 2.70993:4.0163 1.93754:5.70707 2.3736:4.66735 
2.54955:4.65394 0.293452:5.42088 2.42557:4.68389 2.50811:4.19285 
2.50811:4.19285 2.06839:4.78427 1.26871:4.61085 1.04653:5.0043 
2.49092:3.14953 2.03267:3.74666 1.45954:5.70604 1.75251:3.33654 
1.95612:0.989302 0.63383:2.43333 2.51026:2.00959 1.78845:0.9445 
1.00385:1.24522 0.856308:2.17501 2.54831:1.16528 2.38428:2.34163 
1.93028:0.977517 0.490083:1.47845 0.66076:0.91547 0.496321:0.0209251 
2.55041:4.78088 0.578779:5.06857 0.78797:5.73997 2.18826:4.44368 
1.77905:4.424 1.93878:4.99353 2.16163:3.55215 2.2433:4.77657 
2.16197:4.74444 1.32505:4.54065 2.30957:4.69618 2.11594:5.04707 
2.11594:5.04707 2.65449:4.60629 0.271558:5.11454 0.578118:4.25113 
1.57613:5.3487 1.0272:5.67462 2.15161:3.30112 1.36505:6.05147 
2.45693:3.73808 1.95774:5.23559 2.15235:4.99421 2.4786:3.46054 
1.30241:5.23271 0.844016:3.96661 2.10806:4.77644 1.12615:4.69404 
0.625888:4.26888 2.23466:5.2987 1.04169:4.4411 2.03208:5.31368 
0.668807:3.76029 1.0601:4.69545 2.04642:4.27589 1.52785:4.23245 
1.00626:4.68572 1.00432:4.48812 1.16415:3.9912 2.50515:5.06769 
2.82108:5.67893 2.6923:4.03641 1.93702:5.66308 2.48742:4.61822 
2.57022:4.64545 0.291832:5.39822 2.42795:4.71945 2.52436:4.18588 
2.52436:4.18588 2.08231:4.7694 1.29335:4.59827 1.04028:5.00257 
2.48714:3.15585 2.05357:3.77565 1.46531:5.70245 1.77387:3.34979 
2.42018:1.48975 1.84849:0.262117 2.53248:3.08715 2.30028:2.40433 
2.00598:0.319509 2.13812:0.371393 1.66458:2.67987 2.21304:0.332163 
0.8769:2.75896 1.15535:3.1309 0.0777361:1.05738 0.818099:2.73605 
1.84056:3.1116 2.27141:2.8167 0.459241:0.169549 2.56786:3.0767 
1.25451:2.92949 1.73834:1.37039 0.505923:2.6563 1.39707:3.00848 
1.05522:2.83479 1.62141:1.28356 0.408883:1.88071 1.25492:2.90397 
2.82465:0.336871 1.40073:1.78579 1.5551:1.36816 0.322209:0.784788 
2.24263:4.96511 2.47265:5.10206 1.75328:3.92187 2.28514:3.9816 
1.61219:3.79267 1.71473:5.62789 1.41932:4.13964 1.82782:3.86997 
1.50416:5.22678 2.58506:5.01051 2.9147:2.40653 0.284337:2.70755 
1.93584:0.761832 2.39885:0.637792 0.951822:3.06006 2.55085:0.248555 
0.601998:2.75647 0.884797:2.9379 0.365473:0.0397331 0.626011:2.4181 
0.643716:2.75838 2.24548:0.0789621 0.569529:3.6512 0.74685:2.6328 
1.54343:3.04251 2.10803:2.9544 0.820472:0.151566 2.08177:2.79558 
1.01825:2.84791 1.83768:1.35355 0.382271:2.15864 1.18764:3.01419 
2.11222:1.35941 2.90413:0.591132 0.529978:2.08217 2.52729:1.03713 
2.8634:0.202494 1.33719:1.83686 1.52655:1.50295 0.452038:0.731501 
2.13797:4.96076 2.70814:5.07064 1.96731:3.79742 2.48375:3.9341 
1.41946:0.899362 2.67933:0.984666 2.95475:2.54722 0.288106:2.64334 
2.19605:0.47206 2.02633:0.663598 0.754998:2.82218 2.62899:0.847031 
1.30183:2.59246 0.775331:3.12238 0.491793:0.147433 0.571003:2.60565 
0.650741:2.99627 2.33918:0.0676437 0.603908:2.39181 0.866716:2.41368 
1.68041:0.84222 2.67875:1.39182 1.1019:2.85213 2.52255:1.57176 
1.1019:2.85213 1.75595:1.3724 0.212479:1.99132 1.21142:2.97296 
2.13998:1.10263 2.86057:0.8428 0.334657:2.05382 2.78926:1.10222 
2.82366:0.137867 1.46423:1.80906 1.44748:1.383 0.324594:0.537402 
1.78196:4.93232 2.81937:5.96385 2.18403:3.72915 2.68768:3.86197 
1.61869:3.7932 1.79046:5.6617 1.45696:4.14644 1.63738:3.83018 
1.30973:3.34296 1.17825:5.63035 1.82602:4.22748 1.30381:3.37252 
1.78762:4.75865 1.33935:6.18358 1.63916:4.35403 0.964442:3.31124 
2.14842:0.285937 2.00389:0.624843 0.937336:3.13403 2.67835:0.400935 
0.617141:2.47182 0.87862:3.04495 0.356177:0.258592 0.579613:2.63563 
0.579613:2.63563 2.25311:0.112342 0.525365:2.68868 0.828532:2.84956 
0.828532:2.84956 0.468499:1.86569 2.52337:1.62367 2.35613:0.968237 
1.37423:3.10767 1.9917:2.86301 0.828581:0.0678639 2.23521:2.67827 
2.00133:2.83188 1.91916:2.87862 1.32814:2.99618 1.82668:0.115778 
1.41232:0.346053 1.47447:0.251176 2.04896:0.196499 1.06631:3.0972 
1.76168:1.90306 2.12649:2.49721 0.843841:0.203956 1.83645:1.94655 
1.28978:1.26678 1.97999:0.651802 1.30636:2.97147 1.42374:1.14157 
1.86269:2.76333 2.1251:1.36928 0.850614:1.23865 1.85818:2.86059 
1.34482:2.22997 1.60719:2.18678 0.613117:1.89597 1.65569:2.28779 
2.53701:0.539285 1.38355:2.31487 1.40954:0.817299 0.168067:0.226089 
1.83436:5.62146 2.42808:5.36545 2.3287:3.65734 2.71988:4.13685 
1.29413:0.424487 2.41518:1.43308 2.74052:1.0717 0.619199:2.45406 
1.9363:0.905189 2.10335:0.98889 1.31229:2.57035 2.24944:0.381752 
0.888057:2.81225 1.19063:2.42929 0.0736434:2.17171 0.885034:2.00112 
0.874947:2.26893 1.9625:0.574636 0.826461:2.13093 0.957692:2.02633 
0.957692:2.02633 0.598514:4.74904 2.44231:4.3512 2.18678:1.48118 
1.96776:2.53155 2.24958:2.81573 0.504411:0.369189 2.44753:2.50087 
1.62311:0.854234 1.46136:1.01186 2.38891:0.994732 1.31612:0.833829 
0.811199:2.71365 1.65689:0.840587 1.83585:2.24761 3.09775:0.104018 
1.41497:3.74562 0.808849:3.99678 0.695599:5.72887 0.368746:5.02155 
1.96947:2.6046 0.903744:1.91778 0.627559:2.28448 2.27048:0.615022 
1.44483:2.29291 1.26911:2.23455 1.57742:0.532018 1.14226:2.77389 
2.00942:0.32742 1.70397:0.660591 2.87874:0.230837 2.04048:1.01857 
2.02806:0.789509 1.43853:2.61246 2.09631:0.904528 1.9631:1.00844 
1.9631:1.00844 2.37523:4.96162 0.781841:4.77525 1.11501:1.80045 
1.3587:2.2457 1.73011:1.8577 0.573246:1.93997 1.56031:2.32481 
2.5267:0.577579 1.4247:2.3642 1.39719:0.815389 0.173207:0.74835 
1.90731:5.53796 2.45563:5.36765 2.34211:3.5956 2.72929:4.13553 
1.71119:5.45124 1.06588:5.62061 2.17066:6.02553 1.09457:3.62411 
1.25212:0.460109 2.39241:1.38324 2.77447:1.13324 0.612164:2.41038 
1.95325:0.95182 2.12309:1.04179 1.33643:2.57401 2.27289:0.435373 
1.68125:3.03094 1.19248:2.42497 0.14392:0.347073 0.860607:1.99182 
1.85199:2.4877 2.40895:2.81635 0.484469:0.345629 2.43376:2.5931 
1.8817:1.74233 0.717744:1.66149 1.5998:0.832073 2.29251:0.553804 0.787045:2.62114 
1.5998:0.832073 1.40762:1.36783 2.41324:0.940576 1.39492:0.788251 
0.828847:2.68077 1.58155:0.799599 1.82233:2.22047 2.99437:0.830473 
1.40326:3.76133 0.783589:3.9995 0.707982:5.77063 0.346143:5.02417 
1.49007:3.98242 2.34178:3.80041 1.23108:3.40673 1.78609:5.83613 
2.00932:2.55682 0.939631:1.96554 0.623395:2.28205 2.25835:0.634556 
1.42618:2.25889 1.24205:2.20374 1.59664:0.481052 1.1185:2.72539 
2.01169:0.323768 1.70694:0.66743 2.89341:0.316159 2.06096:1.01599 
1.0272:0.63452 0.476902:0.18619 2.91649:3.00497 0.451302:0.507695 
1.09432:4.32025 1.13589:4.03783 1.9197:5.01695 1.48552:5.29774 
1.79278:4.42628 1.93926:4.99384 2.24416:3.59428 2.25629:4.78228 
2.17055:4.74734 1.32187:4.53579 2.30782:4.69513 2.12474:5.05093 
2.12474:5.05093 2.65076:4.52474 0.280212:5.01519 0.568728:4.23914 
1.58658:5.33942 1.06208:5.75872 2.1489:3.3004 1.36291:6.05579 
1.95162:0.967517 0.617572:2.38817 2.55386:1.9746 1.78226:0.934884 
0.558543:2.61916 1.02758:5.29705 2.60129:1.7394 0.416129:1.56701 
0.990707:1.23361 0.874519:2.1709 2.55426:0.956776 2.58499:2.61959 
1.89293:0.988959 0.522254:1.47769 0.639028:1.0554 0.370051:0.222047 
0.59849:5.38737 0.767715:5.67027 2.73126:4.00345 0.609132:3.2514 
2.60788:4.19939 2.70434:4.03108 1.92282:5.69968 2.37141:4.66787 
2.53665:4.66263 0.300764:5.35659 2.42494:4.72298 2.50718:4.18595 
2.50718:4.18595 2.05213:4.78474 1.2875:4.63834 1.05514:5.00275 
2.50204:3.15309 1.99706:3.71487 1.45552:5.69187 1.77046:3.36207 
2.44954:3.7252 1.96988:5.1928 2.12884:4.96845 2.46673:3.45631 
1.30605:5.21128 0.836616:3.99389 2.14537:4.79492 1.1116:4.64552 
0.643108:4.29464 2.24192:5.2989 1.11209:4.35637 1.91472:5.37735 
0.663735:3.75088 1.00914:4.66208 2.08881:4.37303 1.53161:4.24409 
2.43584:2.52955 1.93748:1.07966 2.16749:1.29947 2.47829:2.77977 
1.30946:1.08979 0.878732:2.35045 2.12642:1.46466 1.0764:1.64542 
0.650852:1.98751 2.24571:0.987058 1.10172:1.9079 1.87741:1.06759 
0.634666:2.50785 1.04096:1.61748 2.10731:1.90747 1.57817:2.04037 
1.8356:2.6947 0.418093:1.05063 2.45219:1.38026 1.82889:2.75594 
2.28192:2.41168 0.940291:1.21269 1.97791:1.67011 2.32364:2.41428 
2.80329:0.629091 2.68587:2.26991 1.92108:0.596525 2.3677:1.61273 
2.55091:1.65702 0.308388:0.875649 2.4129:1.56899 2.52289:2.11233 
2.52289:2.11233 2.07328:1.49246 1.29027:1.65314 1.04449:1.27873 
2.47624:3.12696 1.98886:2.56906 1.45544:0.608089 1.54358:2.86303 
1.17709:2.15061 2.53519:0.671898 0.640027:1.15208 1.3379:2.17279 
2.60996:0.543906 2.15459:3.97126 0.554954:1.36007 2.65219:4.5291 
2.17035:1.90558 2.26586:0.941528 0.584569:2.17062 0.600465:0.426913 
1.22285:2.14068 2.51468:2.01914 2.50696:2.03075 2.67274:3.06364 
1.14344:3.46312 1.23803:5.01075 2.29632:1.37782 1.17278:3.41098 
1.04725:3.97933 0.805021:1.13946 2.73872:1.71531 1.03346:4.06856 
1.34872:5.02205 1.20904:4.43571 0.998233:5.91223 0.776146:4.69688 
0.959926:4.684 1.82984:4.88315 0.819717:4.73982 1.03347:4.38471 
1.03347:4.38471 0.485415:4.88192 2.87244:4.40476 2.56307:5.16598 
1.56669:4.08095 2.08501:3.67502 0.962607:6.09252 1.85796:3.14959 
1.10264:4.32268 1.12923:4.04122 1.8946:4.99974 1.48521:5.29826 
1.79913:4.40552 1.92162:4.9873 2.12744:3.53038 2.36034:4.74141 
2.178:4.75367 1.33296:4.52902 2.30683:4.72309 2.12535:5.05644 
1.59133:5.333 1.04099:5.66934 2.15067:3.29969 1.35202:6.06162 
1.94808:0.969786 0.609845:2.38594 2.54269:1.99252 1.78924:0.937212 
1.00393:1.22133 0.867012:2.19047 2.55656:0.945084 2.57484:2.59674 
1.89304:0.98534 0.540703:1.46962 0.638007:1.05781 0.394327:0.189263 
1.09489:3.97763 1.0134:6.09385 2.68251:4.01804 1.34947:3.68524 
0.60022:5.37773 0.776778:5.67054 2.73087:3.95089 0.680712:3.27157 
2.60357:4.18718 2.69928:4.01909 1.94121:5.70237 2.46792:4.59912 
2.56118:4.6526 0.29608:5.40709 2.43217:4.67773 2.51526:4.19769 
2.49844:3.14392 2.05354:3.75957 1.46061:5.70174 1.75597:3.34895 
2.4312:3.73804 1.97224:5.19346 2.12026:4.95283 2.46743:3.47626 
1.3065:5.22092 0.879387:3.99398 2.12278:4.79666 1.12095:4.6918 
0.645847:4.27249 2.24316:5.28853 1.12303:4.34161 1.88528:5.22256 
0.634093:3.65017 1.01635:4.65998 2.06115:4.30409 1.52585:4.25189 
2.4224:2.54203 1.95768:1.05515 2.15194:1.33374 2.45975:2.82919 
1.29938:1.17163 0.859176:2.2636 2.10141:1.50099 1.15459:1.62771 
0.586317:2.44499 1.07694:1.65416 1.99013:2.00906 1.55419:2.0227 
2.11714:0.72135 0.25654:1.77516 2.86351:1.59042 2.21468:1.37324 
2.60188:2.10388 2.68096:2.25283 1.93807:0.572011 2.3841:1.61472 
2.56835:1.65024 0.308053:0.909625 2.41991:1.55562 2.5231:2.09097 
2.5231:2.09097 2.07048:1.46399 1.26383:1.63525 1.0811:1.31551 
2.48602:3.13922 2.05444:2.52511 1.45123:0.576675 1.77155:2.9124 
1.16983:2.17624 2.50029:0.69546 0.60462:1.18751 1.35688:2.20513 
2.58727:0.482596 2.20575:4.0398 0.514857:1.41466 2.74077:4.54236 
1.23263:2.06253 2.66853:1.75606 2.52289:2.27987 2.68893:3.10002 
2.14851:5.61663 1.3492:4.63075 1.81888:4.73573 2.44289:4.99214 
2.00194:4.45173 1.19006:4.43321 1.02588:5.89801 0.784823:4.69496 
0.971726:4.6865 1.84212:4.87836 0.818954:4.75254 1.01888:4.39386 
1.01888:4.39386 0.480758:4.93989 2.8574:4.47099 2.61995:5.15514 
1.54802:4.08446 2.09497:3.7585 0.999398:6.09267 1.79223:3.38174 
2.4313:2.5561 1.94618:1.08176 2.16366:1.33605 2.40475:2.86735 
1.29097:1.14193 0.83773:2.30277 2.0827:1.50446 1.16729:1.48183 
0.622027:2.04214 2.22694:0.997278 1.12703:1.92133 1.86602:1.07183 
0.644105:2.55684 1.05172:1.64075 2.06749:1.93646 1.5279:2.04742 
1.09916:2.29793 1.03833:0.219499 2.13876:1.33862 2.67936:2.34554 
2.10165:0.833162 0.272967:1.74482 2.85904:1.61041 2.08194:1.29319 
0.99066:1.61581 0.987225:1.79641 1.03788:2.2515 2.5057:1.24806 
2.83458:0.705728 2.66727:2.26987 1.94704:0.605112 2.37214:1.60803 
2.49717:1.58369 0.287043:0.819387 2.43402:1.64595 2.44059:1.98714 
2.44059:1.98714 2.09371:1.45228 1.28013:1.60691 1.04159:1.28011 
2.47744:3.12425 2.01114:2.51353 1.46126:0.567097 1.77747:2.94816 
0.854883:3.79287 1.40802:5.70493 2.50541:5.06051 1.21239:4.40781 
2.25004:5.5711 1.33404:4.63574 1.82078:4.72937 2.54165:5.1658 
0.613641:4.6305 2.54785:4.32472 2.31842:3.83556 0.943305:4.98572 
1.34418:4.98445 1.17973:4.4245 1.00863:5.88766 0.769193:4.71683 
0.893591:4.74164 1.81383:4.87866 0.832632:4.68667 0.906183:4.41437 
0.906183:4.41437 0.505596:4.97491 2.87922:4.50782 2.57804:5.14457 
1.5494:4.07967 2.10569:3.71375 1.02216:6.10325 1.74333:3.38884 
1.17297:2.1639 2.53521:0.713236 0.618349:1.17526 1.35811:2.26158 
2.66294:0.618888 2.16212:4.0272 0.49673:1.38567 2.75409:1.42883 
2.13094:1.92899 2.29202:0.95482 0.565127:2.1779 0.578945:0.493992 
1.24116:2.14784 2.63718:1.76036 2.50471:2.13257 2.72334:2.98272 
2.39775:5.14576 0.542755:5.3449 2.10896:3.91649 2.25971:5.33208 
0.308625:5.49579 1.4021:5.27636 2.02165:3.90039 0.808442:5.54107 
1.30795:5.07767 0.826113:5.19875 2.43984:3.9198 1.98145:3.66552 
2.26755:4.42287 1.03279:5.27615 1.17296:6.12049 1.2764:5.80243 
0.750938:5.43495 0.968742:3.20668 1.7205:6.12514 1.78862:4.29234 
2.45353:4.46425 1.02475:3.50816 0.874697:5.46753 2.18202:4.96419 
0.722222:4.80765 1.63342:4.36976 1.51043:5.10782 0.923289:5.45387 
2.14881:3.92353 0.951266:5.47293 1.44402:5.76861 1.99551:4.30309 
1.74309:4.62695 2.15712:4.91556 1.50829:3.7137 2.27342:4.38021 
2.12051:4.52391 1.18614:4.47463 2.22149:4.33127 2.39711:4.71273 
2.39711:4.71273 2.37474:4.01218 0.748742:5.90033 0.550896:5.34168 
2.11758:5.46872 1.76448:6.02257 1.43403:3.24146 2.07795:6.14421 
2.38288:4.21605 0.306923:3.998 2.10502:5.4999 2.2904:4.08223 
0.313332:3.92312 1.4134:4.11578 2.02386:5.49435 0.815843:3.8488 
1.2608:4.32006 0.8271:4.2754 2.14516:5.5 1.93494:5.77144 
2.23159:4.97147 1.02073:4.23146 1.21769:3.33565 1.30244:3.61287 
1.2913:0.327128 0.854711:1.53695 0.77611:0.39513 2.11253:1.35067 
2.45618:1.31806 1.01879:0.338791 0.883163:2.33238 2.19893:1.80713 
0.785369:1.5622 1.62301:1.24815 1.53148:1.96856 0.944434:2.33187 
2.15675:0.771575 0.951231:2.35524 1.44117:2.60646 1.99177:5.11291 
1.71959:1.48103 2.16409:4.50234 1.51026:5.70425 2.28073:1.10607 
2.13977:4.93451 1.18573:1.3578 2.21882:5.08115 2.39426:4.72951 
2.39426:4.72951 2.37728:5.41064 0.766151:3.58378 0.542393:2.19977 
1.95969:2.51822 1.77216:2.87925 1.43892:0.103992 2.07136:3.00602 
1.48897:1.82348 2.0927:0.591754 1.31438:2.72996 1.62066:1.99131 
1.32376:1.02524 2.55354:1.05431 3.10203:3.04594 0.267685:3.0889 
0.645821:2.58801 0.786895:3.02037 0.372271:0.266905 0.591909:2.52717 
0.608085:2.82183 2.16951:0.0973733 0.576801:3.58468 0.624541:2.58659 
0.624541:2.58659 0.418595:4.64587 2.58507:4.82032 2.44619:1.15241 
2.02099:0.700622 2.31188:0.443492 1.04369:3.04835 2.34613:0.534161 
1.6515:3.03673 1.8425:2.87009 0.777328:0.18446 2.20944:2.97539 
1.69295:0.715761 2.45202:1.81453 1.09706:2.78745 2.48856:1.44296 
1.09706:2.78745 1.61954:1.51001 2.25194:0.339922 1.07025:2.83284 
2.2038:4.92428 2.60931:4.9762 1.96863:3.76739 2.53403:3.90002 
0.990122:2.85374 1.70505:1.39012 0.324424:1.75402 1.20212:2.89688 
2.84279:0.380712 1.47567:1.8156 1.49727:1.30082 0.538573:0.221526 
2.01666:4.86163 2.79636:5.56862 2.13271:3.88065 2.68873:4.04197 
1.32969:3.38272 1.19389:5.51748 1.84637:4.36318 1.39066:3.5862 
1.80752:4.78498 1.31155:6.19259 2.43946:5.6787 0.844843:3.2941 
1.40474:5.2712 2.57697:5.15206 2.94894:1.64978 0.294422:2.73661 
2.08604:0.691709 2.43036:0.742087 1.0504:3.03284 2.46959:0.338574 
0.617557:2.74602 0.861861:3.10021 0.302685:0.0862309 0.640366:2.66717 
0.653062:2.82267 2.23195:0.0308601 0.573845:3.62581 0.797674:2.61405 
0.797674:2.61405 0.582307:4.67022 2.41675:4.57237 2.25631:1.02296 
1.71576:3.07734 2.15066:2.87706 0.744446:0.13368 2.23866:3.01354 
1.0842:1.2107 1.5432:3.11127 0.285957:0.331851 1.23718:1.3165 
2.78235:1.72863 1.45676:2.9122 1.57807:0.0494111 0.592424:1.63955 
2.24736:0.379233 2.59427:2.8644 1.80928:2.36992 2.35676:2.39764 
2.15106:1.93636 2.16967:1.83206 1.05345:1.73918 2.60291:1.44615 
0.631641:1.87217 0.92434:1.43279 0.27456:1.98736 0.666274:1.03001 
1.63491:1.48291 2.14919:1.76372 0.763882:1.61307 2.1585:1.44615 
2.29126:4.93774 2.47938:5.31093 2.22334:3.95072 2.29006:4.15442 
