1.70807:0.598096 1.77745:0.0330072 0.452034:2.97043 
1.77745:0.0330072 1.28259:0.058699 0.199652:1.54132 
1.81331:2.86348 1.71445:3.08826 2.18506:2.20545 
1.82148:3.07195 0.777828:3.11161 2.16601:0.160667 
0.124831:2.93032 0.466729:0.265903 2.92934:3.1007 
0.434187:0.00571372 0.527114:0.377744 0.742765:0.723571 
1.07168:0.6186 2.06213:0.637902 1.46141:2.35611 
2.09219:1.91631 1.29669:2.6042 1.79274:0.919777 
1.6351:2.42534 1.72337:2.21462 1.80427:0.864533 
0.316241:0.360139 0.996011:0.217573 0.50635:1.02203 
0.612056:2.07906 1.56432:0.738183 1.26217:2.06922 
1.72956:2.16695 1.00903:2.46244 1.45101:2.62098 
0.276277:2.67241 1.14044:2.41417 2.33973:0.194915 
2.96661:0.502744 2.67228:0.39975 0.7803:3.00613 
2.18558:0.192688 3.02161:1.90396 2.16997:2.41249 
1.47144:2.99278 1.65993:1.80932 1.22486:0.402985 
1.09966:0.332255 1.02542:2.48481 1.55239:0.567597 
1.02542:2.48481 1.07662:2.53506 2.7845:0.289503 
1.55239:0.567597 1.98593:1.04554 0.760473:1.8026 
1.42168:2.54987 1.35871:3.11812 2.73492:0.153533 
1.35871:3.11812 1.84315:3.06835 3.01028:1.63514 
1.31356:0.275727 1.44969:0.121994 0.83255:1.20762 
1.29843:0.0471985 2.30364:0.0889421 0.970228:2.98322 
2.88034:0.0477699 2.65986:2.78868 0.211542:0.221329 
2.06519:2.51288 1.07004:2.40685 1.6657:0.803062 
1.07237:1.22729 1.88114:0.453575 1.35721:2.20649 
1.39931:0.785309 1.44471:0.959452 1.31918:2.27413 
2.81823:2.8425 2.15066:2.95807 2.65093:2.14802 
2.54063:5.23579 1.55944:3.88847 1.88771:5.21331 
1.37911:0.98801 2.10376:0.564332 1.68575:0.519758 
2.89885:0.181838 1.99319:0.780806 0.823136:3.0007 
0.200713:2.36374 0.393081:2.96309 2.43751:0.0307168 
0.95899:2.93192 0.0573973:0.991347 1.00229:5.57746 
1.68915:6.1191 1.50369:4.98052 1.9185:3.5976 
2.00815:3.29901 2.08389:5.61277 1.5171:3.76616 
2.08389:5.61277 2.04328:0.606006 0.334234:2.99496 
1.5171:3.76616 1.22466:4.20288 2.30385:4.95112 
1.86584:2.71879 1.79498:3.11639 0.395427:0.0463428 
1.79498:3.11639 1.29144:3.04171 0.11541:1.7739 
1.82205:0.257881 1.71262:0.0265245 2.35079:0.908803 
1.81308:0.0176453 0.822001:0.0877235 2.16955:2.95945 
0.150881:0.684452 0.518221:2.72569 2.91386:0.441163 
2.10914:1.93102 2.2222:1.408 0.483649:0.237786 
1.24212:2.13576 1.16857:1.98366 1.71376:2.79228 
1.38648:1.90517 0.406606:1.14533 2.81686:1.47505 
0.426177:0.0217003 0.914384:0.918355 2.37886:2.3323 
1.68888:1.30832 2.89865:1.37961 1.85554:1.34147 
1.73326:1.18264 1.81092:1.3414 1.96092:1.0687 
1.35694:1.68016 2.60174:1.07342 0.818678:2.60228 
1.74282:1.15742 1.74143:1.07958 1.81588:2.2542 
0.878648:0.715512 1.78719:0.974998 1.09141:0.583764 
0.110928:1.3555 2.35953:0.418233 0.679295:3.13875 
0.261696:5.58372 0.111564:1.15519 0.331335:0.684004 
2.93076:0.219533 2.99845:4.84702 2.79369:0.768716 
0.59345:3.00926 2.26995:1.40716 0.872583:2.8945 
0.54424:0.514934 1.03096:2.19005 2.61496:1.35701 
0.823927:0.924104 0.114213:2.70739 2.71752:2.86537 
2.12405:2.33435 2.25047:2.70352 0.491225:0.316651 
2.15584:2.62475 1.89015:2.14169 0.903403:2.47157 
2.36797:1.15051 1.10585:0.196894 2.05576:2.36565 
1.10585:0.196894 1.02381:0.347261 2.40898:2.30792 
2.05576:2.36565 1.6697:2.89809 1.58287:0.324722 
2.7745:0.832819 2.58153:2.05861 0.818437:0.908118 
2.58153:2.05861 2.16408:1.53271 0.971981:1.11702 
1.04835:1.29582 0.814799:1.45426 1.86101:1.38559 
1.02498:1.51696 0.581112:0.178179 2.45492:2.98426 
0.828756:0.793385 1.46127:1.0918 1.83805:2.09058 
1.30659:1.53972 2.53144:1.6759 1.24421:1.62669 
2.53144:1.6759 2.5497:1.63455 1.94485:2.29662 
2.19191:0.889799 2.11903:2.7992 1.31669:0.594014 
1.22773:2.87001 0.91454:0.561069 1.84222:2.72415 
1.38218:1.23469 1.84123:1.58724 1.1654:1.49006 
1.06641:0.266777 1.83247:2.48961 1.42104:0.366354 
0.779476:0.119598 1.44819:0.422862 0.922919:0.585041 
1.3422:1.00969 1.06733:3.04264 2.09888:1.49642 
2.17133:1.01009 1.68405:1.60288 1.49121:1.98738 
0.915563:2.38431 1.27359:2.43694 1.7304:1.11304 
1.64011:2.30213 0.645628:2.54823 0.875798:2.20048 
2.23815:2.55919 1.81313:3.00401 1.85678:0.00700187 
1.90181:1.51372 2.09054:1.91176 2.16835:1.00698 
2.09054:1.91176 2.57326:1.56489 2.38951:1.08074 
0.553028:1.04996 0.730598:1.37693 0.397385:0.966632 
2.46507:0.119046 2.25833:0.696694 2.84826:1.15601 
2.11404:0.934816 2.66721:0.325608 0.567033:2.56851 
2.29667:0.840934 1.84092:2.54948 1.0037:0.241698 
1.30877:2.78703 1.12398:0.760656 2.01577:2.96795 
2.77521:0.626956 2.89412:1.66658 2.69224:1.4447 
1.83412:0.534161 2.1637:2.80186 1.39763:0.084753 
1.19078:3.10053 1.41745:3.14154 1.36703:0.212181 
1.89418:2.83823 0.882351:2.93929 0.163061:0.902554 
1.01164:0.211586 0.764828:0.956889 2.98551:2.60892 
2.77309:2.80238 1.60192:0.798618 1.72661:2.09276 
1.72661:2.09276 1.41019:2.23029 2.22418:0.715773 
0.501837:0.600057 1.44102:0.218083 0.604258:0.0247227 
1.34717:2.0437 1.66318:2.11049 1.37099:1.46362 
1.82676:0.151674 2.2472:0.550233 0.925423:2.72827 
1.72224:1.32911 1.53018:1.12706 2.21384:1.78205 
2.01028:1.02666 1.74527:2.58252 1.7928:0.924382 
1.74527:2.58252 1.49796:2.54463 0.893362:2.86687 
2.51068:2.3488 2.6041:2.14357 2.45227:2.27473 
3.04073:2.73474 1.53855:2.29674 1.2632:1.13258 
1.2632:1.13258 2.19088:1.41382 2.40473:1.54702 
0.971238:1.78085 1.394:0.934993 1.53598:1.914 
0.389536:0.83664 1.14196:0.955145 2.47671:2.44965 
1.47025:2.40484 2.13221:0.821652 1.26146:0.0844172 
0.642249:1.35457 0.715617:0.938681 1.43431:1.81678 
2.11349:0.440791 1.97554:2.12219 1.42566:1.23507 
1.714:2.22171 1.32288:1.36975 1.62413:2.25211 
1.64551:0.797301 1.10111:0.11325 1.08391:0.776062 
0.818099:0.900666 0.108964:2.81269 2.70526:2.78705 
2.13303:2.33286 2.26663:2.7976 0.526352:0.316514 
2.4079:3.10522 1.90772:2.10372 0.907765:2.47637 
2.31444:1.36431 1.06415:0.226656 2.01307:2.28249 
2.01307:2.28249 1.68437:2.87202 1.46281:0.246064 
2.00688:2.80706 0.894569:1.46604 2.02343:2.87644 
2.60117:2.06923 2.16913:1.53026 0.981859:1.09675 
1.06226:1.31316 0.840509:1.26922 1.8672:1.39463 
1.04123:1.48417 0.576873:0.190687 2.48762:2.95451 
1.51742:0.881956 0.970211:0.845882 1.33592:1.45866 
0.970211:0.845882 1.4391:1.09532 1.83303:2.09177 
1.30561:1.55351 2.51557:1.66705 1.25087:1.65823 
2.51557:1.66705 2.55774:1.62464 1.95636:2.30024 
0.78111:2.54269 2.3336:2.95067 0.892344:2.33332 
1.96063:0.994059 2.1779:2.79766 1.26312:0.626595 
1.21845:2.85395 0.876981:0.555853 1.73673:2.69852 
0.600586:2.64211 0.745662:2.79482 2.74786:0.0644194 
1.37873:1.22522 1.85821:1.59252 1.17964:1.51072 
1.07022:0.260077 1.85277:2.49264 1.39227:0.334014 
0.786739:0.168263 1.43757:0.416601 0.924069:0.563922 
2.16638:1.00804 1.55354:1.75797 1.44741:1.98359 
0.94286:2.38928 1.24632:2.4667 1.69336:1.05977 
1.60659:2.31377 0.651874:2.56762 0.954473:2.31994 
2.50014:2.44713 1.12698:1.48654 2.16594:2.47233 
1.37721:0.490807 1.28738:0.539301 1.02241:2.24612 
2.21368:2.57208 1.88061:2.91154 1.83408:0.164638 
1.88601:1.52137 2.09214:1.90323 2.13689:1.03459 
2.09214:1.90323 2.58047:1.55195 2.38856:1.04045 
0.54943:1.02431 0.719068:1.35312 0.372732:0.893547 
2.46936:0.14302 2.20818:0.725445 2.85769:1.11812 
2.11192:0.938532 2.66196:0.305962 0.571088:2.61703 
2.28129:0.871579 1.86519:2.52766 0.993974:0.26229 
1.30607:2.79116 1.12946:0.757902 2.00313:2.96416 
1.25127:2.12169 1.30187:2.29673 1.58952:1.1683 
2.78044:0.611081 2.87836:1.72948 2.71623:1.51989 
1.79903:0.52038 2.19166:2.78998 1.21367:0.140954 
1.93186:0.0931944 1.61219:0.8176 1.89152:0.464831 
1.4042:1.69264 2.15513:1.96393 1.30756:1.55267 
1.86114:1.47625 1.57757:1.57393 1.8277:1.41401 
1.1738:2.06179 1.9516:4.93452 2.96399:4.66773 
2.41532:5.20235 2.56126:2.90532 0.173056:2.19232 
0.269833:3.01287 1.66583:0.874163 1.47626:2.85349 
1.66583:0.874163 1.60881:0.763428 1.70577:1.60792 
1.47626:2.85349 1.67093:2.601 1.01568:0.848764 
2.63916:5.36612 1.73008:4.89169 1.39421:4.34428 
2.60684:5.80798 1.07593:4.41413 2.19496:5.23994 
2.19496:5.23994 1.28024:4.59063 2.32577:4.86853 
1.9808:6.07226 1.48508:5.83517 1.69516:3.39935 
1.95859:3.16257 2.14622:3.22764 2.44529:4.57354 
1.1775:3.20627 2.62552:3.57154 1.14751:3.33336 
0.633151:4.38356 1.24933:4.63597 1.08201:3.81155 
1.24933:4.63597 0.726355:2.20283 2.11647:1.30763 
1.37147:3.39393 1.78318:3.79698 1.10789:3.36464 
1.60793:4.18001 1.63779:4.54474 1.2118:6.2596 
0.132771:4.0506 1.54267:3.89748 1.82011:5.84087 
1.13896:3.78943 0.709646:3.22773 0.601482:6.16748 
2.72316:2.15039 2.75458:2.24112 0.680981:0.954188 
1.84336:4.0077 1.59407:5.23827 1.91829:4.54643 
1.09018:2.222 0.586338:3.07293 1.27329:2.7293 
0.989107:5.07133 1.50452:3.49635 1.54564:5.94235 
2.36332:5.88308 2.38044:5.57676 1.72928:6.01477 
1.77529:2.90675 2.08348:0.57556 2.00045:2.76867 
1.49997:3.35199 1.5551:1.49331 1.36809:3.18042 
1.60222:0.895975 2.47894:1.08392 0.997887:2.14305 
1.63707:1.47326 1.99441:1.75947 0.404749:1.71118 
1.46227:1.47222 1.16994:1.84717 2.79137:1.62092 
1.38847:2.02781 1.67209:1.6477 0.65929:1.29751 
1.04759:1.10313 0.856157:1.22737 0.751497:0.91552 
2.99818:1.89361 1.69812:2.21129 3.03565:2.94689 
2.17749:0.668261 2.42511:0.590491 1.05601:3.01902 
2.82669:1.32352 1.97103:0.409475 1.1547:2.57704 
1.66614:0.807605 1.12235:0.154222 1.09269:0.768416 
0.824065:0.911319 0.204362:2.96199 2.70419:2.90872 
2.1379:2.33567 2.40454:2.59547 0.48682:0.327699 
2.16398:2.56193 1.89927:2.18499 0.939216:2.30572 
1.23204:2.50139 2.56501:1.20607 1.08545:2.41876 
2.33971:1.32443 1.05714:0.215944 2.06191:2.36774 
2.06191:2.36774 1.68689:2.85584 1.40893:0.255317 
2.02489:2.26171 0.435741:1.74582 0.684224:2.13584 
2.83517:1.41076 2.55838:2.10132 0.819252:0.904126 
2.55838:2.10132 2.17099:1.55019 0.97604:1.10626 
1.05875:1.30254 0.820598:1.43959 1.86646:1.38296 
0.969418:0.841969 1.4565:1.09759 1.8358:2.08398 
0.784394:2.46741 2.33728:2.94987 1.00249:2.35416 
1.95897:0.989767 2.15787:2.76181 1.32934:0.578107 
1.22315:2.87824 0.904942:0.565088 1.82199:2.72463 
1.38801:1.23309 1.84947:1.58296 1.16308:1.49512 
1.11724:0.451518 1.84467:2.47938 1.3868:0.333458 
0.774477:0.150925 1.44975:0.430012 0.918609:0.604785 
2.17009:1.00649 1.59884:1.66348 1.475:2.0035 
0.929482:2.38676 1.22243:2.23885 1.69688:1.06686 
1.62211:2.37769 0.660634:2.53794 0.865276:2.24724 
2.37742:1.33627 1.37727:0.504358 2.22059:2.54866 
1.37727:0.504358 1.28196:0.535678 1.02591:2.23747 
2.22059:2.54866 1.8313:3.05291 1.85354:0.182811 
1.88971:1.5221 2.07976:1.89208 2.16535:0.990965 
2.07976:1.89208 2.56337:1.54842 2.38406:1.04828 
0.552664:1.07749 0.723812:1.40401 0.378692:0.992344 
2.22049:0.821168 2.66259:0.312432 0.565881:2.6132 
2.28769:0.835346 1.85443:2.55438 1.00363:0.261439 
1.29108:2.78427 1.11118:0.734661 1.98169:2.87034 
2.77768:0.587341 2.88842:1.68148 2.70442:1.41995 
1.92154:0.51071 2.18681:2.8025 1.22865:0.172686 
2.3222:0.894445 2.94819:2.94287 0.440742:2.81173 
0.985844:2.3235 0.779541:2.39929 2.61485:0.308765 
0.726755:3.06373 1.21143:2.15388 2.19271:2.30887 
0.827295:1.3532 2.07173:0.218213 1.0843:2.35647 
1.08975:3.91828 2.66115:1.86679 1.13363:2.0866 
0.295846:4.81695 0.603156:4.17212 2.31888:5.38998 
2.00394:4.99082 2.29746:4.84107 1.18244:4.91913 
2.10486:4.80486 2.56038:6.11079 0.671634:3.31012 
2.23605:5.36851 1.67892:5.19282 1.31374:4.19667 
1.83422:4.73465 0.600228:4.60523 1.89404:4.63502 
0.600228:4.60523 0.606838:4.6243 1.20378:4.0135 
0.954146:5.38829 1.00966:2.77925 1.799:5.70409 
1.92996:3.4911 2.21953:5.68353 1.29222:3.55643 
2.52882:3.66521 2.39777:3.49325 0.379709:6.2494 
1.7301:5.0186 1.33008:4.70742 1.97532:4.7749 
2.08399:5.86817 1.26529:3.75908 1.72352:5.92167 
0.754899:0.139501 1.46062:0.435645 0.904718:0.620966 
2.16668:1.00266 1.59652:1.75458 1.4753:2.02113 
0.930227:2.37094 1.23291:2.243 1.71821:1.0342 
1.63323:2.29708 0.671998:2.54464 1.03753:2.39305 
1.24071:1.39191 1.97731:2.51218 1.96839:1.17182 
2.37682:1.3413 1.36673:0.496635 2.25506:2.52275 
1.36673:0.496635 1.2833:0.538216 0.967475:2.26692 
1.87423:1.51639 2.12283:1.92533 1.99371:1.01203 
2.12283:1.92533 2.55764:1.55145 2.39384:1.03634 
0.590119:1.10021 0.742821:1.24964 0.367108:1.04125 
2.45766:0.113288 2.23192:0.670726 2.85044:1.42753 
2.09122:0.942862 2.65479:0.252011 0.579408:2.62011 
1.12075:2.28031 1.72833:2.36652 0.958056:2.32309 
1.21178:2.75914 1.09373:0.713223 1.98537:2.85754 
1.21904:2.21535 1.32097:2.26192 1.57643:1.17327 
2.77552:0.561144 2.91274:1.59233 2.70299:1.40977 
1.29465:1.09936 0.832847:2.37652 2.14313:1.48548 
2.20228:1.14656 1.66823:1.61189 1.01873:1.91298 
1.58932:2.25727 0.637692:2.49774 0.92621:2.32145 
2.30359:1.06717 1.36355:0.531403 2.18151:2.56831 
1.89913:1.26882 2.10389:1.92836 2.14751:1.00863 
0.708696:1.07872 1.75149:1.01414 1.13702:1.79604 
2.25494:0.938649 3.08316:0.605175 0.452565:2.56629 
2.85679:1.5389 0.984512:1.641 2.80157:1.83292 
0.691434:0.995852 0.835104:0.645596 2.66536:2.18087 
2.52144:1.63652 2.41216:1.56349 2.52224:2.11376 
2.28647:0.839173 1.8864:2.55054 1.00685:0.424396 
1.21839:2.75508 0.865654:0.701363 1.96902:2.86299 
1.24315:2.18562 1.31637:2.27994 1.58846:1.17918 
2.75933:0.487296 2.90074:1.57361 2.72144:1.3857 
1.91226:0.573315 2.2795:2.58585 1.24853:0.18992 
2.61003:0.572709 2.11702:4.00344 0.565869:1.39893 
2.38185:1.02479 3.02259:1.85815 0.65484:2.09804 
0.6876:3.0879 1.21723:2.14305 2.20411:2.35718 
0.850496:1.03379 2.0916:0.270735 1.1028:2.41382 
0.419746:5.48104 0.622475:4.18251 2.336:5.42681 
2.19362:5.07678 2.5441:5.9653 2.67745:4.22499 
2.22333:5.3713 1.58528:1.49349 1.35171:4.29118 
1.83376:4.76002 0.611536:4.56162 1.87976:4.66047 
2.12638:5.07758 2.04256:5.41039 1.16955:4.45427 
0.932906:4.69393 0.820897:4.74697 1.03709:4.38633 
0.952054:5.4072 1.00216:2.74843 1.93087:5.64785 
1.94802:3.47539 2.09206:5.42125 1.31217:3.5833 
2.47327:3.62264 2.41074:3.46946 0.381624:6.24604 
1.7231:5.08945 1.30945:4.74381 1.9619:4.83442 
2.09587:5.9178 1.15414:3.96555 1.74817:5.9197 
2.53309:0.393465 1.82838:1.12265 1.34489:2.099 
1.40489:1.70826 1.10134:2.21162 1.99576:1.08733 
1.19836:2.19214 0.879623:2.32333 0.752038:1.96662 
1.87106:2.18919 1.56703:1.7912 0.946688:0.266234 
2.90246:1.31695 2.5744:2.37515 0.435925:1.44298 
0.91835:1.46884 1.62983:2.94373 1.33324:0.370114 
1.78843:0.00368623 1.51742:0.782054 1.74297:0.359828 
1.36383:2.21919 1.9966:1.19966 2.90944:0.741272 
2.48261:0.439188 2.64816:2.61615 0.169358:2.14206 
0.390406:2.87921 1.57589:0.804849 1.47549:2.72527 
1.57589:0.804849 1.61954:0.740839 1.77417:1.50749 
1.47549:2.72527 1.94917:2.59372 0.92587:1.01155 
1.25653:5.30099 1.20605:3.69006 1.34483:5.79738 
0.50514:4.77143 0.841892:4.1944 1.35004:4.46975 
0.841892:4.1944 0.364947:3.55717 1.37807:4.33209 
2.27454:6.11508 2.28533:5.72442 1.83746:5.86286 
2.33237:6.06674 1.95644:5.21106 1.20072:4.345 
1.99517:4.82337 1.33118:6.21177 0.876601:3.27591 
0.742044:4.51551 1.16509:4.56878 1.01728:3.69696 
1.16509:4.56878 0.847882:2.21445 2.28411:1.15713 
1.05163:3.93657 1.0172:4.2706 0.637943:1.60573 
1.15444:2.47964 1.61489:1.13996 1.26086:2.42976 
1.61489:1.13996 1.3722:0.943508 2.08042:1.33633 
3.01639:2.07643 1.6347:2.13995 3.1013:2.23369 
0.120666:5.29532 1.2852:3.97507 1.58413:5.97034 
2.90149:2.13478 2.27267:2.50991 0.695203:0.953486 
1.8756:1.52785 1.81003:1.46048 1.69032:1.35951 
1.8444:1.69247 2.16518:5.01148 3.06419:6.12008 
2.36843:4.9206 1.16825:0.465578 2.45004:1.18352 
2.11727:5.25963 1.9389:5.83177 2.31438:5.63252 
1.62076:1.17816 2.43719:1.77843 1.06668:2.20563 
1.15343:2.43918 0.649856:1.34205 2.13981:3.76247 
0.830482:4.14844 2.02339:3.74681 0.516637:5.61674 
1.17793:3.97657 1.18781:2.93097 2.175:5.79745 
1.61865:2.84136 1.43774:5.20596 1.75768:2.7384 
0.854947:3.80212 2.31071:4.15269 0.845406:5.61042 
1.11193:5.26929 0.903812:3.92054 2.469:5.74221 
0.891564:5.22108 1.53385:3.33527 0.657523:4.61009 
0.657523:4.61009 1.09441:3.43662 1.05481:4.56928 
0.754168:5.64507 1.2259:5.08562 2.48233:4.72361 
2.48233:4.72361 2.32289:4.62285 2.11287:6.11088 
1.27567:3.36676 1.75499:3.22964 1.52441:6.27527 
2.49487:3.69672 2.24108:4.10201 2.49225:3.39117 
1.3574:5.17945 2.5698:6.26886 1.45733:5.31491 
2.59759:5.86193 2.20327:5.86742 0.339306:5.34707 
1.8242:3.89147 2.03068:3.18262 1.72728:5.25204 
1.86137:4.18204 2.59423:5.36527 0.119419:5.24269 
2.03347:3.46147 2.38441:3.40305 1.22839:4.2357 
2.15505:5.16211 0.260323:3.99753 2.8567:4.81568 
1.45646:4.94847 1.54717:4.93021 1.62831:4.78185 
2.55606:5.66996 1.97242:3.24532 1.2194:3.81831 
1.64681:3.23497 2.34871:3.47155 2.07053:3.39228 
0.648576:5.22355 0.637821:5.17308 0.70469:5.66965 
1.09809:3.35308 2.97774:4.23756 0.215765:4.19665 
0.98847:4.56247 0.638029:4.31008 2.3364:3.58454 
0.638029:4.31008 1.01532:3.89182 1.90303:3.45436 
2.34985:5.64672 2.3739:5.60892 2.16553:5.6505 
2.30868:3.30697 0.40624:3.76368 2.85092:5.22745 
1.90386:5.50135 2.46379:4.22753 0.409123:5.39765 
2.11759:5.62157 1.75323:5.03209 0.75639:4.51498 
0.75639:4.51498 0.928903:4.51224 0.735484:5.99245 
2.15861:3.4945 1.67146:3.18127 1.32806:6.15974 
0.924333:3.71972 1.12215:4.09945 0.923248:3.16265 
1.693:5.34922 0.288624:6.21183 1.56009:5.44811 
0.271003:5.49703 0.656757:5.66735 2.55498:5.56015 
1.50042:3.73412 1.40373:3.31571 1.31665:5.31455 
1.39249:3.99684 0.380527:4.74793 2.78977:6.24796 
1.39821:3.5681 1.02954:3.19307 1.98567:4.23038 
0.935679:5.07971 2.86997:5.02507 0.420569:4.19766 
1.44618:5.26887 1.58376:5.05171 1.44486:4.63438 
0.425716:5.32911 1.46456:3.37351 2.17503:4.0168 
1.78729:3.35346 0.966624:3.30231 1.3639:3.50577 
0.276918:4.26993 0.644269:4.63662 1.95131:5.8408 
0.644269:4.63662 0.610214:5.46886 1.76778:6.26932 
2.36955:4.23882 2.38063:4.28625 1.40931:4.11738 
1.50882:5.74301 1.45049:4.81683 1.64856:4.79038 
2.58831:3.55934 2.3407:5.57645 1.02704:4.06741 
1.36774:4.08654 0.712806:4.1327 1.96291:4.73346 
1.96291:4.73346 2.11757:4.81773 1.2895:3.6691 
1.85841:6.0191 1.44266:6.15626 1.57595:3.16357 
1.67117:5.28043 2.04523:5.27105 1.21038:5.41807 
2.68309:3.23379 1.35285:4.15433 2.531:3.35812 
1.12766:4.18763 1.07947:3.74957 1.56121:4.48467 
0.792613:6.21759 1.49096:5.85795 2.45743:3.80352 
0.510752:6.19408 0.877137:4.3155 1.94146:4.61969 
1.72532:5.77588 1.19878:5.53417 0.76996:5.35444 
2.18795:4.27808 1.64061:4.85258 1.58907:4.71243 
2.86505:3.72788 2.81411:3.98726 0.219905:4.36657 
0.818348:2.23485 0.11883:0.375934 2.69387:0.208365 
2.14053:0.809308 2.25949:0.34701 0.503238:2.83032 
2.1653:0.535436 1.88484:0.980944 0.91269:0.749886 
2.33327:1.78946 1.06442:2.92157 2.05599:0.786525 
1.06442:2.92157 1.03615:2.82674 2.26282:0.826842 
2.05599:0.786525 1.77808:0.311823 1.47503:2.91612 
2.83223:4.59656 2.55299:5.2511 0.815183:4.02569 
2.55299:5.2511 2.16712:4.69401 0.962069:4.25559 
1.05226:4.44345 0.833235:4.61256 1.87659:4.53249 
1.51613:4.02235 0.965523:3.97578 1.31264:4.60378 
0.965523:3.97578 1.4382:4.23246 1.83681:5.23121 
1.95063:4.12642 1.99165:0.323002 1.34105:3.73339 
1.21971:6.02499 0.918777:3.74819 1.84572:5.87067 
0.760973:5.79362 0.754101:5.93681 2.75236:3.17514 
1.40351:4.41189 1.83062:4.73824 1.15935:4.64198 
1.06856:3.35256 1.84801:5.59604 1.40321:3.48234 
2.16151:5.28917 1.59379:4.61268 1.47664:4.27681 
0.921398:3.90662 1.08725:4.0667 1.69965:5.20565 
1.61291:3.91198 0.668245:3.71645 0.98408:3.96568 
1.14452:4.78795 1.98959:3.67181 2.1195:5.1016 
2.38822:4.93224 1.37265:5.78129 2.24996:3.73173 
1.37265:5.78129 1.29115:5.74515 0.988875:3.98875 
2.24996:3.73173 1.88125:3.19404 1.83979:6.18894 
1.90024:4.76307 2.1033:4.37294 2.1637:5.2622 
2.1033:4.37294 2.56811:4.75009 2.39623:5.27395 
0.551529:5.19413 0.709383:4.86413 0.381524:5.2721 
2.10708:5.34908 2.66852:5.98038 0.560419:3.67531 
2.26909:5.40796 1.86769:3.55759 0.981994:5.94133 
1.30341:3.5016 1.0025:5.67644 1.97794:3.43171 
1.22344:4.00525 1.29243:3.98518 1.57972:5.10697 
2.80865:5.68167 2.89977:4.57036 2.69984:4.80577 
1.91406:5.75116 2.24402:3.48308 1.19295:6.17024 
0.54794:2.62552 0.978571:5.39288 2.61176:1.69176 
0.814159:2.24683 0.110831:0.356891 2.66943:0.211165 
2.14969:0.793569 2.33988:0.727244 0.505503:2.82611 
2.40919:0.0335201 1.89379:0.98138 0.913706:0.75574 
1.16891:0.480762 2.70407:1.97744 0.984119:0.579351 
2.31401:1.78842 1.0608:2.91597 2.04007:0.791417 
1.0608:2.91597 1.02519:2.82173 2.27286:0.830374 
2.04007:0.791417 1.76791:0.315081 1.41008:2.89845 
2.83828:4.56572 2.54457:5.25048 0.811404:4.02725 
2.54457:5.25048 2.16811:4.68589 0.970107:4.25939 
1.05059:4.45239 0.8343:4.59411 1.88063:4.52821 
1.00977:4.64972 0.574479:3.30973 2.46732:6.09564 
0.965121:3.97984 1.44962:4.23759 1.84314:5.22636 
2.27777:4.03046 2.01607:0.3166 1.33876:3.74289 
1.2197:6.01732 1.06813:3.79595 1.85997:5.87388 
0.729833:5.77976 0.74947:5.91761 2.7426:3.15142 
1.39924:4.40905 1.83902:4.7333 1.16088:4.63963 
1.09436:3.57016 1.85151:5.59578 1.40223:3.47707 
0.774598:6.14783 1.45084:5.86011 0.906327:5.71455 
2.1719:5.26851 1.58473:4.6146 1.48653:4.26998 
0.931594:3.90984 1.22195:4.04119 1.70416:5.20786 
1.60633:3.97735 0.634256:3.8624 0.951494:3.94196 
1.19706:4.86231 2.04812:3.71913 2.11815:5.11175 
2.40476:4.90488 1.39704:5.78829 2.24043:3.71615 
1.39704:5.78829 1.30142:5.74018 0.98026:4.04902 
2.24043:3.71615 1.82015:3.40186 1.84545:6.25805 
1.92061:4.7619 2.09424:4.36758 2.16617:5.26672 
2.09424:4.36758 2.56397:4.72496 2.39752:5.28038 
0.559846:5.22724 0.739072:5.05697 0.384313:5.27892 
2.47403:6.15085 2.25744:5.58083 2.84837:4.92834 
2.11153:5.33377 2.67052:5.94962 0.550258:3.71111 
2.26985:5.4059 1.84106:3.60802 0.989198:5.9327 
1.30746:3.48636 1.09498:5.54864 1.97594:3.44659 
1.21531:3.99043 1.3028:3.97642 1.58738:5.11989 
2.80232:5.68388 2.88665:4.50863 2.69939:4.79579 
1.93826:5.74705 2.32087:3.60807 1.26856:6.09515 
1.62954:2.32545 1.1205:3.30993 0.907602:2.35097 
0.607242:2.78628 0.992284:5.38893 2.6122:1.72273 
0.809932:2.22703 0.111193:0.190201 2.46174:0.89727 
2.15595:0.801195 2.26499:0.412738 0.50807:2.87615 
2.22552:0.533435 1.93028:0.977517 0.924245:0.670914 
2.34774:1.8523 1.05888:2.881 1.91604:0.982987 
2.83722:4.55602 2.54826:5.22406 0.807153:4.02021 
2.54826:5.22406 2.15467:4.68503 0.940342:4.27326 
1.06683:4.43875 0.839976:4.61219 1.87606:4.52819 
1.01282:4.6405 0.592192:3.26538 2.45731:6.08606 
1.51502:4.029 1.06323:3.93519 1.29019:4.67143 
0.902061:4.06516 1.45422:4.23962 1.83717:5.22394 
0.78797:5.73997 2.16233:6.26961 1.01386:5.48439 
1.09998:4.31967 1.13351:4.04346 1.97963:5.04308 
2.18237:4.03767 2.1363:0.380256 1.34158:3.74334 
1.20419:6.01419 0.935041:3.73964 1.82529:5.85161 
0.591589:5.74502 0.759044:5.93268 2.74424:3.16373 
1.40087:4.42399 1.83295:4.73457 1.14621:4.64882 
1.08967:3.53796 1.86749:5.65956 1.38269:3.4738 
0.766062:6.16346 1.42716:5.852 0.973413:5.47302 
2.1745:5.29246 1.5764:4.62249 1.04036:4.32752 
